,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
348,20254,RUTW,2020,29.76204,-93.13769,,,none,,73,73,0,TRUE,,54,1,0,,N,N,,,9,4,Hu,Hu,Hu,Hu,,,Hu,Hu,10,10,4,4,4,64,64,LETE,1,0,0,FALSE,TRUE,FALSE,55,60,60,64,64,,,4,9,0,2E,0E,55|58|60|64,1E|BON|2E|0E,0|3|2|4,,,"Ran over by Blue F150, parents still at nest site when found"
349,20255,RUTW,2020,29.76426,-93.14787,75,75,sym,,81,78,3,FALSE,,50,4,0,,Y,Y,N,H,26,4,H,H,H,H,H,H,H,H,30,27,4,4,2,80,80,WIPL,0,1,1,FALSE,FALSE,FALSE,55,78,78,78,78,,,8,25,0,3E,0E,55|58|60|64|68|73|76|80,3E|3E|3E|3E|3E|3E|3E|0E,0|3|2|4|4|5|3|4,,,"No chicks found, but parents exhibiting chick behavior and eggshells nearby"
350,20256,RUTW,2020,29.7638,-93.14429,80,80,none,,64,63,1,FALSE,,47,1,14,-0.015625,Y,Y,N,H,15,17,H,H,H,H,H,H,H,H,16,15,3,3,0,63,63,CONI,0,1,1,FALSE,FALSE,FALSE,47,63,63,63,63,63,63,4,16,0,BON,hatch,47|55|60|63,1E|BON|BON|hatch,0|8|5|3,,,6/15 - 1 chick? Seen in field? Yes No stick or sign of birds as of 13 June
351,20257,RUTW,2020,29.76415,-93.14728,50,50,none,,64,62,2,FALSE,,46,3,2,-0.03125,Y,Y,N,H,15,4,H,H,H,H,H,H,H,H,18,16,2,2,2,64,64,CONI,0,1,1,FALSE,FALSE,FALSE,47,62,62,62,62,,,4,17,0,BON,1C,47|55|60|64,1E|BON|BON|1C,0|8|5|2,,,6/13 - 1 chick how old?
352,20258,RUTW,2020,29.76683,-93.15771,95,95,none,,,50,,FALSE,,34,4,3,,Y,Y,N,H,16,6,H,H,H,H,H,H,H,H,20,20,3,3,4,54,54,CONI,,1,1,FALSE,FALSE,FALSE,47,50,50,50,50,,,2,7,,2E,"1C, ~3d",47|53,"2E|1C, ~3d",0|3,,,6/2 - 1 chick
353,20259,RUTW,2020,29.76703,-93.1594,95,80,none,,,47,,FALSE,,31,0,,,CH,CH,N,H,16,0,H,H,H,H,H,H,H,H,16,16,,,0,47,47,CONI,,1,1,FALSE,FALSE,FALSE,47,47,47,47,47,,,1,0,,,hatch day,47,hatch day,0,only 1 obs - found at hatch,,"5/27 - 1 chick, 1 egg"
354,20276,RUTE,2020,29.75903,-93.12378,75,75,barbed wire,,73,76,3,FALSE,,60,2,0,0.04109589,Y,Y,N,H,18,3,H,H,H,H,H,H,H,H,16,19,3,3,0,76,76,CONI,0,1,1,FALSE,FALSE,FALSE,64,76,76,76,76,,,4,12,1,2E,"1E, 1C",64|69|73|76,"2E|2E|2E|1E, 1C",0|5|4|3,,,"1 Chick in nest, still wet, second egg unhatched 25 Jun. Both chicks hatched, banded on 7 July 2020. Band# 115289174 and 115289175. Chicks fledged 13 July"
355,20261,RUTW,2020,29.76578,-93.15538,10,10,none,,73,78,5,FALSE,,59,4,0,,N,N,,,25,4,H,H,H,H,,,H,H,21,26,4,4,2,80,80,LETE,0,1,0,TRUE,TRUE,FALSE,55,78,78,78,78,,,7,25,1,1E,0E,55|60|64|68|73|76|80,1E|1E|1E|1E|1E|1E|0E,0|5|4|4|5|3|4,,,"Stick and egg gone, possible egg shell in nest cup."
356,20262,RUTE,2020,29.75882,-93.12304,20,30,barbed wire,,71,71,0,TRUE,,52,1,0,,Y,Y,N,H,20,4,H,H,H,H,,,,,21,21,4,4,0,73,73,LETE,0,1,,TRUE,TRUE,FALSE,56,73,73,73,73,,,6,17,0,2E,0E,56|58|61|64|69|73,2E|2E|2E|2E|2E|0E,0|2|3|3|5|4,,camera fell over,why marked H???
357,20263,RUTE,2020,29.75842,-93.12095,10,20,barbed wire,,71,71,0,TRUE,,52,1,0,,Y,Y,N,A,20,4,U-H,H,U-H,U-H,H,A,H,A,21,21,4,4,0,73,73,LETE,0,1,0,TRUE,TRUE,TRUE,56,73,73,73,73,,,6,17,0,1E,0E,56|58|61|64|69|73,3E|3E|3E|3E|1E|0E,0|2|3|3|5|4,"if not hatch, what happened to other 2 eggs? Field evidence of hatch??",Jonathon thought photos showed hatch; I don't see it,"why H? what happened to my notes? Birds leave morning of 6/19? Unclear why, but J was there night of 6/18 and no sign of chicks on cam either"
358,20264,RUTE,2020,29.7583,-93.12094,25,30,barbed wire,,74,77,3,FALSE,,58,2,1,0.040540541,Y,Y,N,H,24,4,U-H,H,U-H,U,H,H,H,H,22,25,3,3,3,80,80,LETE,0,1,1,FALSE,TRUE,TRUE,56,78,77,78,77,77,77,7,24,1,2E,0E,56|61|64|69|73|76|80,1E|2E|2E|2E|2E|2E|0E,0|5|3|5|4|3|3,,camera evidence of hatch??,why H? field evidence?
359,20265,RUTE,2020,29.75715,-93.11642,60,80,none,,65,69,4,FALSE,,53,3,0,,N,N,,,19,5,H,H,H,H,,,H,H,16,20,5,5,0,69,69,CONI,0,1,0,TRUE,TRUE,FALSE,56,69,69,69,69,,,4,13,1,1E,1C,56|61|64|69,1E|1E|1E|1C,0|5|3|5,,,
360,20301,RUTW,2020,29.76837,-93.16584,80,80,none,,61,61,0,TRUE,,45,1,0,,Y,Y,N,Ca,16,2,F,F,F,F,Ca,Ca,Ca,Ca,17,17,2,2,2,62,62,CONI,0,0,0,FALSE,TRUE,FALSE,49,60,60,62,62,,,4,13,0,BON,abandon,49|55|60|62,2E|2E|BON|abandon,0|6|5|2,could the other egg have hatched?,cattle caused abandonmentt - not clear if other egg hatched,any other observations in between? 6/11 - 1E getting eaten by ants. probably abandoned? and then attacked by ants? depredated and then attacked?
361,20267,HBTO,2020,29.7686,-93.42634,50,50,none,,63,63,0,TRUE,,47,1,0,,Y,Y,N,,19,8,U,U,U,U,,,,,20,20,8,8,8,67,67,CONI,0,0,0,FALSE,TRUE,TRUE,59,59,59,67,67,,,2,8,1,2E,0E,59|67,2E|0E,0|8,,,"No sign of predation at nest, possible hatch."
362,20268,RUTW,2020,29.7628,-93.14149,95,95,signs,,70,70,0,TRUE,,54,1,0,,N,N,,,18,5,A,A,A,A,,,A,A,19,19,5,5,5,73,73,CONI,0,0,0,FALSE,TRUE,FALSE,60,68,68,73,73,,,4,13,1,1E,1E,60|64|68|73,2E|2E|1E|1E,0|4|4|5,,,"One egg floated high out the water at an angle and was very light, likely dead. Abandoned, presumed due to vehicle and human"
363,20269,RUTW,2020,29.76437,-93.14863,40,40,sym,,74,73,1,FALSE,,54,2,0,-0.013513514,Y,Y,N,H,20,3,H,H,H,H,H,H,H,H,22,21,3,3,3,76,76,LETE,0,1,1,FALSE,FALSE,FALSE,60,73,73,73,73,73,73,5,16,0,2E,1C,60|64|68|73|76,2E|2E|2E|2E|1C,0|4|4|5|3,,,6/25 - 1 chick how old
364,20270,RUTW,2020,29.76447,-93.14885,70,70,sym,,72,72,0,TRUE,,56,1,0,,N,N,,,11,4,Hu,Hu,Hu,Hu,,,Hu,Hu,12,12,4,4,4,68,68,CONI,1,0,0,FALSE,TRUE,FALSE,60,64,64,68,68,,,3,8,0,2E,0E,60|64|68,2E|2E|0E,0|4|4,,,"Nest ran over by vehicle, crushed and dried eggs found"
365,20271,RUTW,2020,29.76575,-93.15513,5,10,none,,78,78,0,TRUE,,59,1,0,,N,N,,,4,4,Ca,Ca,Ca,Ca,,,Ca,Ca,5,5,4,4,4,64,64,LETE,1,0,0,FALSE,TRUE,FALSE,60,60,60,64,64,,,2,4,0,2E,1E,60|64,2E|1E,0|4,,,"One egg left near nest, cattle prints where cup should be"
366,20272,RUTW,2020,29.77052,-93.1797,40,50,none,,87,87,0,TRUE,,59,1,0,,N,N,,,28,2,A,A,A,A,,,A,A,29,29,2,2,2,88,88,WIPL,0,0,0,FALSE,TRUE,FALSE,60,86,86,88,88,,,9,28,0,2E,abandon,60|64|68|73|76|80|84|86|88,1E|2E|2E|2E|2E|BON|2E|2E|abandon,0|4|4|5|3|4|4|2|2,,,"Abandoned, possibly over 4th weej=kend. 1 egg cracked, chicks pretty much fully developed in eggs"
367,20273,RUTE,2020,29.75889,-93.12302,40,40,barbed wire,,73,76,3,FALSE,,57,2,0,,N,N,,,21,3,H,H,H,H,,,H,H,19,22,3,3,0,76,76,LETE,0,1,0,TRUE,TRUE,FALSE,61,76,76,76,76,,,5,15,1,2E,2C,61|64|69|73|76,2E|2E|2E|2E|2C,0|3|5|4|3,,,
368,20274,RUTE,2020,29.75851,-93.1214,40,40,barbed wire,,80,80,0,TRUE,,52,1,0,,N,N,,,27,4,H,H,H,H,,,H,H,28,28,4,4,0,80,80,WIPL,0,1,0,TRUE,TRUE,FALSE,61,80,80,80,80,,,6,19,0,3E,1E 2C,61|64|69|73|76|80,3E|3E|3E|3E|3E|1E 2C,0|3|5|4|3|4,,,"Two chicks banded in cup, third chick could be heard in egg"
369,20275,RUTW,2020,29.7642,-93.14749,,,sym,,65,65,0,TRUE,,37,1,0,,Y,Y,N,H,27,1,H,H,H,H,H,H,H,H,28,28,1,1,0,65,65,WIPL,0,1,1,FALSE,FALSE,FALSE,64,65,65,65,65,,,2,1,0,3E,"1E, 2C",64|65,"3E|1E, 2C",0|1,,,"2 chicks hatched and banded in cup, 1 egg failed. egg was gone on the 17th"
370,20305,RUTW,2020,29.76772,-93.16209,80,80,none,,,59,,FALSE,,43,2,0,,Y,Y,N,H,16,1,H,H,H,H,H,H,H,H,18,18,1,1,2,61,61,CONI,,1,1,FALSE,FALSE,FALSE,52,59,59,59,59,,,4,9,,BON,"2C, 1-2d",52|59|60|61,"2E|hatch|BON|2C, 1-2d",0|7|1|1,,,6/10 - 2 chicks - seen in field? Y; needs stick
371,20277,RUTE,2020,29.75877,-93.12222,50,50,barbed wire,,76,76,0,TRUE,,57,1,0,,N,N,,,11,5,F,F,F,F,,,F,F,12,12,5,5,5,69,69,LETE,1,0,0,FALSE,TRUE,FALSE,64,64,64,69,69,,,2,5,0,2E,0E,64|69,2E|0E,0|5,,,Failed unkonwn
372,20278,RUTW,2020,29.77043,-93.17625,30,75,none,,81,81,0,TRUE,,62,1,0,,N,N,,,10,5,Ca,Ca,Ca,Ca,,,Ca,Ca,11,11,5,5,5,73,73,LETE,1,0,0,FALSE,TRUE,FALSE,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
373,20279,RUTW,2020,29.77048,-93.17648,30,75,none,,83,83,0,TRUE,,64,1,0,,N,N,,,8,5,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,5,5,5,73,73,LETE,1,0,0,FALSE,TRUE,FALSE,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,Ants eating crushed dried egg
374,20280,RUTW,2020,29.7705,-93.17656,30,75,none,,83,83,0,TRUE,,64,1,0,,N,N,,,8,5,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,5,5,5,73,73,LETE,1,0,0,FALSE,TRUE,FALSE,68,68,68,73,73,,,2,5,0,1E,0E,68|73,1E|0E,0|5,,,Ants eating crushed dried egg
375,20281,RUTW,2020,29.76577,-93.1554,20,20,none,,83,83,0,TRUE,,64,1,0,,Y,Y,N,,19,4,U,U,U,U,,,,,20,20,4,4,4,84,84,LETE,0,7,,TRUE,TRUE,TRUE,68,80,80,84,84,,,5,16,0,2E,0E,68|73|76|80|84,2E|2E|2E|2E|0E,0|5|3|4|4,,camera stolen,"Camera, stick and eggs all gonewhen checked. fate unkown"
376,20282,RUTW,2020,29.76572,-93.15539,20,20,none,,80,80,0,TRUE,,61,1,0,,N,N,,,11,5,Hu,Hu,Hu,Hu,,,Hu,Hu,12,12,5,5,5,73,73,LETE,1,0,0,FALSE,TRUE,FALSE,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,four wheeler tracks over nes cup and stick
377,20283,BROW,2020,29.77224,-93.2968,0,0,none,,86,86,0,TRUE,,67,1,0,,N,N,,,6,3,S,S,S,S,,,S,S,7,7,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
378,20284,BROW,2020,29.77224,-93.29687,0,0,none,,85,85,0,TRUE,,66,1,0,,N,N,,,7,3,S,S,S,S,,,S,S,8,8,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
379,20285,BROW,2020,29.77223,-93.29701,0,0,none,,82,82,0,TRUE,,63,1,0,,N,N,,,10,3,S,S,S,S,,,S,S,11,11,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
380,20286,BROW,2020,29.77219,-93.2972,0,0,none,,87,87,0,TRUE,,68,1,0,,N,N,,,5,3,S,S,S,S,,,S,S,6,6,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
381,20287,BROW,2020,29.77216,-93.29742,0,0,none,,87,87,0,TRUE,,68,1,0,,N,N,,,5,3,S,S,S,S,,,S,S,6,6,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
382,20288,BROW,2020,29.77214,-93.29758,0,0,none,,85,85,0,TRUE,,66,1,0,,N,N,,,7,3,S,S,S,S,,,S,S,8,8,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
383,20289,BROW,2020,29.77212,-93.29768,0,0,none,,88,88,0,TRUE,,69,1,0,,N,N,,,4,3,S,S,S,S,,,S,S,5,5,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
384,20290,BROW,2020,29.77213,-93.29774,0,0,none,,88,88,0,TRUE,,69,1,0,,N,N,,,4,3,S,S,S,S,,,S,S,5,5,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
385,20291,BROW,2020,29.77214,-93.29792,0,0,none,,80,80,0,TRUE,,61,1,0,,N,N,,,12,3,S,S,S,S,,,S,S,13,13,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Possible bad egg. Washed away in storm surge on 22 Jun
386,20292,BROW,2020,29.77184,-93.2993,0,0,none,,88,88,0,TRUE,,69,1,0,,N,N,,,4,3,S,S,S,S,,,S,S,5,5,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
387,20293,BROW,2020,29.77172,-93.30008,0,0,none,,85,85,0,TRUE,,66,1,0,,N,N,,,7,3,S,S,S,S,,,S,S,8,8,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
388,20294,BROW,2020,29.77168,-93.30033,0,0,none,,88,88,0,TRUE,,69,1,0,,N,N,,,4,3,S,S,S,S,,,S,S,5,5,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,1E,0E,71|74,1E|0E,0|3,,,Washed away in storm surge on 22 Jun
389,20295,BROW,2020,29.77166,-93.30051,0,0,none,,86,86,0,TRUE,,67,1,0,,N,N,,,6,3,S,S,S,S,,,S,S,7,7,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
390,20296,BROW,2020,29.77164,-93.30074,0,0,none,,82,82,0,TRUE,,63,1,0,,N,N,,,10,3,S,S,S,S,,,S,S,11,11,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
391,20297,BROW,2020,29.77161,-93.29505,0,0,none,,88,88,0,TRUE,,69,1,0,,N,N,,,4,3,S,S,S,S,,,S,S,5,5,3,3,3,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,71,71,71,74,74,,,2,3,0,2E,0E,71|74,2E|0E,0|3,,,Washed away in storm surge on 22 Jun
392,20298,RUTW,2020,29.7622,-93.13832,35,40,none,,77,81,4,FALSE,,62,3,0,,N,N,,,22,1,H,H,H,H,,,H,H,19,23,1,1,0,81,81,LETE,0,1,0,TRUE,TRUE,FALSE,73,81,81,81,81,,,4,8,1,2E,hatchin,73|76|80|81,2E|2E|2E|hatchin,0|3|4|1,,,"Egg staring on Jun 30, succeful hatch of both chicks as of 2 July, 3July only one chick left. Chick still alive as of 5 July"
393,20299,RUTW,2020,29.76573,-93.15522,20,40,none,,92,92,0,TRUE,,73,1,0,,Y,Y,N,A,12,2,A,A,A,A,A,,A,A,13,13,2,2,2,86,86,LETE,1,0,0,FALSE,TRUE,FALSE,73,84,84,86,86,,,5,13,0,2E,1E,73|76|80|84|86,1E|2E|2E|2E|1E,0|3|4|4|2,1E on final obs - could other egg have hatched?,camera stolen,"1 egg abandoned in cup, cold and covered in sand 5 July"
394,20300,RUTW,2020,29.77034,-93.17373,90,90,none,,,49,,FALSE,,33,0,,,N,N,,H,16,0,H,H,H,H,H,H,H,H,16,16,0,,0,49,49,CONI,,1,1,FALSE,FALSE,FALSE,49,49,49,49,49,,,1,0,,,"1E, 1C",49,"1E, 1C",0,found on hatch day,,"5/29 - 1 chick, 1 egg"
395,20317,RUTW,2020,29.77086,-93.17677,,,,,,69,,FALSE,,53,1,3,,Y,Y,N,H,16,4,H,H,H,H,H,H,H,H,17,17,1,1,1,70,70,CONI,,1,1,FALSE,FALSE,FALSE,56,70,69,70,69,69,69,4,14,,2E,2C,56|60|66|70,2E|2E|2E|2C,0|4|6|1,,,6/19 - 2 chicks how old? 1-2 days
396,20303,RUTW,2020,29.76865,-93.16969,25,40,none,,,53,,TRUE,,,,0,,Y,Y,N,Ca,,3,Ca,Ca,Ca,Ca,Ca,H,Ca,Ca,21,21,3,3,3,55,55,LETE,,0,1,TRUE,TRUE,FALSE,52,52,53,55,53,,,2,3,,2E,0E,52|55,2E|0E,0|3,,cattle caused birds to leave area - don't know estimated hatch. HATCHED AND SHRIKE TOOK A BABY?? Camera is set very high. Shrike in photo MFDC0254 and others,
397,20304,RUTW,2020,29.77,-93.17712,70,70,none,,,60,,FALSE,,41,0,0,,Y,Y,N,H,19,8,H,H,H,H,H,H,H,H,19,19,8,8,0,60,60,LETE,,1,1,FALSE,FALSE,FALSE,52,60,60,60,60,,,2,8,,1E,1C,52|60,1E|1C,0|8,,,6/9 - 1 chick how old?; needs stick
398,20318,RUTE,2020,29.75659,-93.1143,70,70,,,68,71,3,FALSE,,55,6,6,0.044117647,Y,Y,N,H,25,9,H,H,H,H,H,H,H,H,19,22,3,3,3,74,74,CONI,0,1,1,FALSE,FALSE,FALSE,56,71,71,71,71,,,4,18,1,1E,1C,56|64|69|74,1E|1E|1E|1C,0|8|5|3,,,6/27- 1 chick - seen in field? Y-6/24 ~4 days old
399,20320,RUTW,2020,29.76186,-93.13563,90,90,,,66,66,0,TRUE,,50,1,0,,Y,Y,N,A,29,6,A,A,A,A,A,A,A,A,30,30,6,6,6,80,80,CONI,0,0,0,FALSE,FALSE,FALSE,56,74,74,80,80,,,6,24,1,1E,0E,56|60|66|70|74|80,2E|2E|2E|1E|1E|0E,0|4|6|4|4|6,,,". on 6/24 does she have 1 or 2E??? 6/19 was marked 0E but I adjusted cam on 6/24 and yo ucan still see the white egg after. Nothing in notes/photos. 1 egg is a cracked shell with no contents but still sitting next to other egg - what happened to this nest, what/when was final fate?? i guess she was just incubating the dud egg?"
400,20321,RUTW,2020,29.7629,-93.14075,60,60,,,67,70,3,FALSE,,54,2,0,0.044776119,Y,Y,N,H,18,4,H,H,H,H,H,H,H,H,16,19,4,4,0,70,70,CONI,0,1,1,FALSE,FALSE,FALSE,56,70,70,70,70,,,4,14,1,2E,"1E, 1C",56|64|66|70,"2E|2E|2E|1E, 1C",0|8|2|4,,,"6/19 - 1 chick, 1 egg"
401,20322,RUTW,2020,29.76391,-93.14388,50,50,,,64,64,0,TRUE,,48,1,0,,Y,Y,N,A,24,3,A,A,U-A,U,A,A,A,A,25,25,3,3,0,73,73,CONI,0,0,0,FALSE,TRUE,FALSE,,73,73,73,73,,,4,,1,2E,abandon,60|64|70|73,2E|2E|2E|abandon,0|4|6|3,,,"was this one floated? 6/23 - stick trampled, eggs still there. 6/19 - possibly abandoned, bird not present and did not return while I was watching; camera stops abruptly but still had battery - unknown fate"
402,20324,RUTW,2020,29.7699,-93.1737,90,90,,,73,73,0,TRUE,,57,1,0,,Y,Y,N,Ca,8,4,A,A,A,A,Ca,Ca,Ca,Ca,9,9,4,4,4,66,66,CONI,1,0,0,FALSE,TRUE,FALSE,62,62,62,66,66,,,2,4,0,2E,abandon,62|66,2E|abandon,0|4,,cattle,"6/15 - 2E cracked, getting eaten by ants (SB has pics) check cam for fate"
403,20356,RUTW,2020,,,,,,,93,93,0,TRUE,,77,1,5,,Y,Y,N,Ca,6,1,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,7,7,1,6,6,90,90,CONI,1,0,0,FALSE,FALSE,FALSE,74,84,84,90,90,,,4,16,0,BON,BON,74|79|83|84,1E|2E|BON|BON,0|5|4|1,"last obs was excluded, but it's not after est hatch date",lots of cattle disturbance that idd not cause birds to abandon at first but evenetually did,"9 Jul - nest trampled, stick broken"
404,20358,RUTW,2020,29.760444,-93.130216,,,,,,96,,FALSE,,80,,,,Y,Y,N,,,,H,H,H,H,H,H,H,H,16,16,4,4,0,96,96,CONI,,1,1,FALSE,FALSE,FALSE,83,96,96,96,96,,,4,13,,2E,"1E, 1C",83|88|92|96,"2E|2E|2E|1E, 1C",0|5|4|4,,,"in Gaia, says 15-jul changed card, 1 bad egg 1 chick"
405,20361,RUTW,2020,29.77113,-93.179998,,,,,91,92,1,FALSE,,76,,,0.010989011,Y,Y,N,,,,H,H,H,H,H,H,H,H,20,21,5,5,4,96,96,CONI,0,1,1,FALSE,FALSE,FALSE,88,92,92,92,92,,,3,8,0,2E,2C,88|91|96,2E|2E|2C,0|3|5,,,"7 Jul - 2E, tip over; 15 Jul - 2C, 4-5 days"
406,30122,RUTE,2021,29.75694,-93.11057,,,none,C,73,73,0,TRUE,,57,0,0,,Y,Y,N,D,15,3,D,D,D,D,D,D,D,D,15,15,3,3,3,72,72,CONI,0,0,0,FALSE,FALSE,FALSE,58,69,69,72,72,,,5,14,0,2E,coyote,58|61|65|69|72,2E|2E|2E|2E|coyote,0|3|4|4|3,,,
407,20354,RUTE,2020,29.75873,-93.12268,80,80,,,70,70,0,TRUE,,54,,0,,N,N,,,,4,A,A,A,A,,,A,A,19,19,4,4,4,73,73,CONI,0,0,0,FALSE,TRUE,FALSE,69,69,69,73,73,,,2,4,1,1E,0E,69|73,1E|0E,0|4,,,
408,30124,RUTE,2021,29.75627,-93.10825,,,none,,68,68,0,TRUE,,52,1,1,0,Y,Y,N,H,16,3,H,H,H,H,H,H,H,H,17,17,4,4,1,69,69,CONI,0,1,1,FALSE,FALSE,FALSE,58,68,68,68,68,,,4,11,0,2E,"2C, 1 d",58|61|65|69,"2E|2E|2E|2C, 1 d",0|3|4|4,,,"6/21: 7-8 days old (19.9g, 16.7g). 7/5: no chicks seen but adult was doing chick click. 7/8 adults were around but not territorial"
409,30301,RUTE,2021,29.75976,-93.12257,5,10,fenced,,93,94,1,FALSE,,78,0,0,0.010752688,Y,Y,N,H,16,5,H,H,H,H,H,H,H,H,16,17,5,5,0,94,94,CONI,0,1,1,FALSE,FALSE,FALSE,89,94,94,94,94,,,2,5,0,2E,"1E, 1C",89|94,"2E|1E, 1C",0|5,,,"7/13: chick about 1 day old :), 7/8: one egg vertical at bottom, one egg floating just under surface"
410,20357,RUTW,2020,29.761992,-93.13765,,,,,,,,TRUE,,,,,,N,N,,,,,Ca,Ca,Ca,Ca,,,Ca,Ca,,,1,1,2,84,84,CONI,,0,0,FALSE,TRUE,FALSE,79,82,82,84,84,,,3,5,,2E,0E,79|83|84,2E|2E|0E,0|4|1,,,3 Jul - both eggs crushed
411,30309,RUTE,2021,29.7553,-93.10581,,5,fenced,,100,102,2,FALSE,,86,2,0,0.02,Y,Y,N,H,18,4,H,H,H,H,H,H,H,H,16,18,4,4,0,102,102,CONI,0,1,1,FALSE,FALSE,FALSE,98,102,102,102,102,,,2,4,0,2E,"1E, 1C",98|102,"2E|1E, 1C",0|4,,,"cam Y, 7/17: 2E, both floating above with tops out of the surface"
412,20360,RUTW,2020,29.763937,-93.143836,,,,,,,,TRUE,,,,,,N,N,,,,,A,A,A,A,,,A,A,,,6,6,6,96,96,CONI,,0,0,FALSE,TRUE,FALSE,83,90,90,96,96,,,4,13,,1E,0E,83|84|90|96,2E|1E|1E|0E,0|1|6|6,,,HOW sure am I that it's 360? On 2-jul says it's prob abandoned bc i accidentally caught a female on it WHEN WAS IT FOUND field photo from 9 Jul shows 1 egg; photo from 15 Jul shows cattle disturbance? Was I in cameron to pick up the camera? Doesn't look like I was there 25 jul
413,30901,RUTE,2021,29.75674,-93.10973,,,none,,48,48,0,TRUE,,32,0,0,,Y*,Y,Y,S,11,4,S,S,S,S,S,S,S,S,11,11,4,4,4,43,43,CONI,1,0,0,FALSE,FALSE,FALSE,31,39,39,43,43,,,4,12,0,2E,0E,31|35|39|43,1E|2E|2E|0E,0|4|4|4,,,"when was there a storm that might have washed out nest?  Looks like there was one 18-may and 29-may, so fate doesn't make sense"
414,20365,RUTW,2020,29.769302,-93.169726,,,,,,,,TRUE,,,,,,Y-but,Y-but,,,,,A,A,A,A,A,A,A,A,,,6,6,6,96,96,CONI,,0,0,FALSE,FALSE,FALSE,90,90,90,96,96,,,2,6,,1E,abandon,90|96,1E|abandon,0|6,,probably abandoned before discovery - exclude,14 or 15 Jul - probably abandoned - left cam
415,20366,RUTW,2020,29.762538,-93.137941,,,,,109,109,0,TRUE,,93,,,,N,N,,,,,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,10,10,3,3,3,103,103,CONI,1,0,0,FALSE,FALSE,FALSE,96,100,100,103,103,,,3,7,0,2E,0E,96|100|103,2E|2E|0E,0|4|3,,,"do I have a photo of 366? - yes, multiple; 45+>45"
