,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
70,10073,RUTW,2019,29.76986,-93.17609,,,none,,,,,TRUE,,,,0,,N,N,,,,5,U-H,U-H,U-H,U-H,,,U-H,U-H,,,5,5,5,49,49,LETE,,0,0,FALSE,TRUE,TRUE,26,44,44,49,49,,,5,23,,2E,0E,26|35|40|44|49,2E|2E|2E|2E|0E,0|9|5|4|5,,,agitated adults divebombing me; maybe hatched
71,10074,RUTW,2019,29.76991,-93.17629,,,none,,,,,TRUE,,,,0,,N,N,,,,4,U,U,U,U,,,U,U,,,4,4,4,44,44,LETE,,0,0,FALSE,TRUE,TRUE,26,40,40,44,44,,,4,18,,3E,0E,26|35|40|44,3E|3E|3E|0E,0|9|5|4,,,
72,10075,RUTW,2019,29.76991,-93.17634,,,none,,,,,TRUE,,,,0,,N,N,,,,9,F,F,F,F,,,F,F,,,9,9,9,35,35,LETE,,0,0,FALSE,TRUE,FALSE,26,26,26,35,35,,,2,9,,2E,0E,26|35,2E|0E,0|9,,,unhatched egg shell ofund nearby
73,10077,RUTW,2019,29.77043,-93.17932,0,0,none,,,40,,FALSE,,21,0,0,,N,N,,,19,5,H,H,H,H,,,H,H,19,19,5,5,0,40,40,LETE,,1,0,TRUE,TRUE,FALSE,26,40,40,40,40,,,3,14,,3E,"2C, 1E",26|35|40,"3E|3E|2C, 1E",0|9|5,,,
74,10078,BROE,2019,29.77505,-93.28058,50,60,none,,46,44,2,FALSE,,16,3,2,,N,N,,,26,3,H,H,H,H,,,H,H,29,27,1,1,1,45,45,WIPL,0,1,0,TRUE,TRUE,FALSE,27,44,44,44,44,,,5,18,0,2E,"2C, 1-2 d",27|32|37|41|45,"2E|2E|2E|2E|2C, 1-2 d",0|5|5|4|1,,,one chick banded on 5/25. Family observed about 100-150m from nest
75,10079,BROW,2019,29.77334,-93.2925,50,75,none,,43,43,0,TRUE,,15,0,0,,N,N,,,17,5,D,D,D,D,,,D,D,17,17,5,5,5,32,32,WIPL,1,0,0,FALSE,TRUE,FALSE,27,27,27,32,32,,,2,5,0,3E,fail,27|32,3E|fail,0|5,,,"appeared the nest had survived the surge from recent storms between visits, and photos on 12 May show fresh coyote tracks through the nest. "
76,10080,BROW,2019,29.77261,-93.30148,5,10,none,,50,50,0,TRUE,,22,0,0,,N,N,,,15,5,D,D,D,D,,,D,D,15,15,5,5,5,37,37,WIPL,1,0,0,FALSE,TRUE,FALSE,27,32,32,37,37,,,3,10,0,3E,fail,27|32|37,3E|3E|fail,0|5|5,,,17 May nest empty and E5 banded female and her mate observed selecting a new nest site in a new location. Unknown predator- no tracks observed.
77,10081,BROW,2019,29.77281,-93.30322,5,5,none,,54,54,0,TRUE,,26,0,4,,N,N,,,19,4,F,F,F,F,,,F,F,19,19,4,8,8,45,45,WIPL,1,0,0,FALSE,TRUE,FALSE,27,37,37,45,45,,,5,18,0,unk,fail,27|32|37|41|45,1E|3E|3E|unk|fail,0|5|5|4|4,,,likely storm surge but nest was unable to be checked due to flooding. Could have been depredated between visits.
78,10082,BROW,2019,29.7725,-93.29737,0,0,none,,42,42,0,TRUE,,23,0,0,,N,N,,,9,5,S,S,S,S,,,S,S,9,9,5,5,5,32,32,LETE,1,0,0,FALSE,TRUE,FALSE,27,27,27,32,32,,,2,5,0,3E,fail,27|32,3E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
79,10083,BROW,2019,29.7725,-93.29726,0,0,none,,45,45,0,TRUE,,26,0,0,,N,N,,,6,5,S,S,S,S,,,S,S,6,6,5,5,5,32,32,LETE,1,0,0,FALSE,TRUE,FALSE,27,27,27,32,32,,,2,5,0,2E,fail,27|32,2E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
80,10084,BROW,2019,29.77272,-93.2955,5,5,none,,45,45,0,TRUE,,26,0,0,,N,N,,,6,5,S,S,S,S,,,S,S,6,6,5,5,5,32,32,LETE,1,0,0,FALSE,TRUE,FALSE,27,27,27,32,32,,,2,5,0,2E,fail,27|32,2E|fail,0|5,,,"storms between visits brought storm surge, overwashing the entire beach. This nest was mid-beach in the impact area"
81,10085,ROCK,2019,29.66836,-92.84666,0,5,none,,55,55,0,TRUE,,27,0,0,,N,N,,,4,3,S,S,S,S,,,S,S,4,4,3,3,3,31,31,WIPL,1,0,0,FALSE,TRUE,FALSE,28,28,28,31,31,,,2,3,0,1E,fail,28|31,1E|fail,0|3,,,storm surge from recent weather events 9-10 May
82,10086,ROJH,2019,29.63777,-92.76788,0,5,sym,,,,,TRUE,,,,0,,N,N,,,,5,S,S,S,S,,,S,S,,,5,5,5,33,33,LETE,,0,0,FALSE,TRUE,FALSE,28,28,28,33,33,,,2,5,,2E,fail,28|33,2E|fail,0|5,,,"13 May- area overwashed from recent storms 9-10 May, all known and marked nests lost"
83,10087,RUTW,2019,29.76355,-93.14461,90,95,none,,45,45,0,TRUE,,29,0,0,,N,N,,,19,5,Hu,Hu,Hu,Hu,,,Hu,Hu,19,19,5,5,5,48,48,CONI,0,0,0,FALSE,TRUE,FALSE,29,43,43,48,48,,,5,19,1,1E,fail,29|33|39|43|48,2E|2E|BON|1E|fail,0|4|6|4|5,,,28 May- KBB has photos of nest crushed by vehicle/ATV. egg shells
84,10088,RUTW,2019,29.76308,-93.14176,5,20,none,,,,,TRUE,,,,0,,N,N,,,,1,F,F,F,F,,,F,F,,,1,1,1,44,44,LETE,,0,0,FALSE,TRUE,FALSE,29,43,43,44,44,,,9,15,,3E,fail,29|32|33|34|37|38|39|43|44,3E|3E|3E|3E|3E|BON|3E|3E|fail,0|3|1|1|3|1|1|4|1,,,17 May- KBB added symbolic fencing but had to pull it due to the adult hovering and not returning to the nest. Nest is on the edge of the dirt road through the cattle field. empty nest scrape on May 24. unknown cause. 
85,10090,RUTW,2019,29.76224,-93.13854,70,80,sym,,57,57,0,TRUE,,29,0,0,,N,N,,,8,3,Ca,Ca,Ca,Ca,,,Ca,Ca,8,8,3,3,3,37,37,WIPL,1,0,0,FALSE,TRUE,FALSE,34,34,34,37,37,,,2,3,0,2E,fail,34|37,2E|fail,0|3,,,trampled by cattle
86,10091,RUTW,2019,29.76234,-93.13966,20,30,sym,,47,47,0,TRUE,,28,,0,,N,N,,,,6,U-H,U-H,U-H,U-H,,,U-H,U-H,26,26,6,6,6,54,54,LETE,0,0,0,FALSE,TRUE,TRUE,34,48,48,54,54,,,6,20,1,3E,0E,34|39|43|45|48|54,3E|BON|3E|BON|3E|0E,0|5|4|2|3|6,,,3 June- SB had loud screaming/diving but no chicks found
87,10094,BROW,2019,29.77345,-93.29129,5,10,none,,66,66,0,TRUE,,38,0,0,,N,N,,,3,4,S,S,S,S,,,S,S,3,3,4,4,4,41,41,WIPL,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,"1E found, half buried; nest area underwater"
88,10095,BROW,2019,29.77221,-93.29811,0,0,none,,58,58,0,TRUE,,39,0,0,,N,N,,,2,4,S,S,S,S,,,S,S,2,2,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
89,10096,BROW,2019,29.77238,-93.29714,0,0,none,,58,58,0,TRUE,,39,0,0,,N,N,,,2,4,S,S,S,S,,,S,S,2,2,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
90,10097,BROW,2019,29.77248,-93.29626,0,0,none,,58,58,0,TRUE,,39,0,0,,N,N,,,2,4,S,S,S,S,,,S,S,2,2,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
91,10098,BROW,2019,29.77264,-93.29575,0,0,none,,58,58,0,TRUE,,39,0,0,,N,N,,,2,4,S,S,S,S,,,S,S,2,2,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
92,10099,BROW,2019,29.77261,-93.29563,0,0,none,,55,55,0,TRUE,,36,0,0,,N,N,,,5,4,S,S,S,S,,,S,S,5,5,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,1E,0E,37|41,1E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
93,10100,BROW,2019,29.77262,-93.29558,0,0,none,,58,58,0,TRUE,,39,0,0,,N,N,,,2,4,S,S,S,S,,,S,S,2,2,4,4,4,41,41,LETE,1,0,0,FALSE,TRUE,FALSE,37,37,37,41,41,,,2,4,0,2E,0E,37|41,2E|0E,0|4,,,nest area underwater; no eggs found - may have been predated first?
94,10102,RUTW,2019,29.76786,-93.16526,5,10,none,,60,60,0,TRUE,,41,0,0,,N,N,,,12,4,D,D,D,D,,,D,D,12,12,4,4,4,53,53,LETE,1,0,0,FALSE,TRUE,FALSE,44,49,49,53,53,,,3,9,0,3E,empty,44|49|53,3E|3E|empty,0|5|4,,,
95,10103,RUTW,2019,29.763,-93.14137,5,5,none,,,,,TRUE,,,,0,,N,N,,,,1,Hu,Hu,Hu,Hu,,,Hu,Hu,,,1,1,1,46,46,LETE,,0,0,FALSE,TRUE,FALSE,45,45,45,46,46,,,2,1,,3E,fail,45|46,3E|fail,0|1,,,run over. nest was along edge of cattle road during Memorial Day weekend.
96,10104,ROCK,2019,29.67584,-92.86582,10,15,none,,,,,TRUE,,,,3,,N,N,,,,7,S,S,S,S,,,S,S,,,7,10,10,62,62,CONI,,0,0,FALSE,TRUE,FALSE,47,52,52,62,62,,,4,15,,not check,0E,47|52|55|62,2E|2E|not check|0E,0|5|3|7,,,
97,10105,ROCK,2019,29.67472,-92.86363,10,10,none,,,,,TRUE,,,,2,,N,N,,,,7,S,S,S,S,,,S,S,,,7,9,10,62,62,CONI,,0,0,FALSE,TRUE,FALSE,47,52,52,62,62,,,4,15,,not check,0E,47|52|55|62,1E|2E|not check|0E,0|5|3|7,,,
98,10108,RUTW,2019,29.76144,-93.1355,0,5,sym,,63,63,0,TRUE,,44,0,0,,N,N,,U,17,7,F,F,F,F,,,F,F,17,17,7,7,7,61,61,LETE,0,0,0,FALSE,TRUE,FALSE,48,54,54,61,61,,,4,13,0,BON,fail,48|50|54|61,2E|BON|BON|fail,0|2|4|7,,,check if cam was deployed on 3 jun
99,10109,RUTW,2019,29.76151,-93.13557,0,5,sym,,,,,TRUE,,,,0,,N,N,,,,7,F,F,F,F,,,F,F,,,7,7,7,61,61,LETE,,0,0,FALSE,TRUE,FALSE,48,54,54,61,61,,,5,13,,BON,fail,48|50|53|54|61,2E|BON|BON|BON|fail,0|2|3|1|7,,,
100,10111,RUTW,2019,29.76952,-93.17429,10,15,none,,72,72,0,TRUE,,44,0,0,,N,N,,,9,4,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,4,4,4,53,53,WIPL,1,0,0,FALSE,TRUE,FALSE,49,49,49,53,53,,,2,4,0,3E,fail,49|53,3E|fail,0|4,,,trampled by cattle- June 2
101,10113,RUTE,2019,29.75806,-93.12002,90,80,none,,60,60,0,TRUE,,44,0,0,,N,N,,,19,6,A,A,A,A,,,A,A,19,19,6,6,6,63,63,CONI,0,0,0,FALSE,TRUE,FALSE,54,57,57,63,63,,,3,9,1,starr,1E,54|57|63,2E|starr|1E,0|3|6,,,"12 June- egg was starring on June 6th, must have been abandoned and found by ants while hatching."
102,10114,RUTE,2019,29.75728,-93.11665,90,80,none,,55,55,0,TRUE,,39,2,1,,N,N,,,16,1,H,H,H,H,,,H,H,18,18,2,2,2,57,57,CONI,0,1,0,TRUE,TRUE,FALSE,54,55,55,55,55,,,2,3,0,starr,"1C,3d",54|57,"starr|1C,3d",0|2,,,KBB has photos of chick
103,10115,RUTE,2019,29.75634,-93.11276,80,75,none,,70,72,2,FALSE,,56,2,5,,N,N,,,18,4,H,H,H,H,,,H,H,16,18,9,9,0,72,72,CONI,0,1,0,TRUE,TRUE,FALSE,54,72,72,72,72,,,5,18,0,not check,1C,54|57|63|68|72,1E|2E|2E|not check|1C,0|3|6|5|4,,,6/17 - not checked due to cows in area that wanted to follow me/may have trampled nest
104,10116,ROJH,2019,29.63733,-92.76791,20,25,none,,83,83,0,TRUE,,55,0,0,,N,N,,,7,7,S,S,S,S,,,S,S,7,7,7,7,7,62,62,WIPL,1,0,0,FALSE,TRUE,FALSE,55,55,55,62,62,,,2,7,0,3E,fail,55|62,3E|fail,0|7,,,11 June- area overwashed from June 5th surge likely the cause of failure.
105,10117,BROW,2019,29.7724,-93.29749,0,0,none,,82,82,0,TRUE,,63,0,0,,N,N,,,20,5,A,A,A,A,,,A,A,20,20,5,5,5,83,83,LETE,0,0,0,FALSE,TRUE,FALSE,61,78,78,83,83,,,6,22,0,starr,cracked,61|67|69|73|78|83,2E|1E|1E|1E|starr|cracked,0|6|2|4|5|5,,,
106,10118,BROW,2019,29.77235,-93.29783,0,0,none,,81,81,0,TRUE,,62,0,0,,N,N,,,7,2,S,S,S,S,,,S,S,7,7,2,2,2,69,69,LETE,1,0,0,FALSE,TRUE,FALSE,61,67,67,69,69,,,3,8,0,2E,fail,61|67|69,1E|2E|fail,0|6|2,,,high tides/storm surge from 6/17 morning storms
107,10119,BROW,2019,29.77186,-93.30047,0,0,none,,71,71,0,TRUE,,52,0,0,,N,N,,,17,2,S,S,S,S,,,S,S,17,17,2,2,2,69,69,LETE,0,0,0,FALSE,TRUE,FALSE,61,67,67,69,69,,,3,8,0,2E,fail,61|67|69,2E|2E|fail,0|6|2,,,high tides/storm surge from 6/17 morning storms
108,10120,BROW,2019,29.77186,-93.3011,0,0,none,,87,87,0,TRUE,,59,0,0,,N,N,,,19,5,F,F,F,F,,,F,F,19,19,5,5,5,78,78,WIPL,1,0,0,FALSE,TRUE,FALSE,61,73,73,78,78,,,5,17,0,3E,fail,61|67|69|73|78,3E|3E|3E|3E|fail,0|6|2|4|5,,,27 june- predator tracks nearby but not leading to the nest. the scrape looks washed like it was hit hard with heavy rainfall. failed unk cause
109,10122,RUTE,2019,29.7589,-93.12319,,,sym,,79,79,0,TRUE,,60,0,0,,Y.,Y,N?,,12,4,F,F,F,F,,F,,F,12,12,4,4,4,72,72,LETE,1,0,,TRUE,FALSE,FALSE,63,68,68,72,72,,,3,9,0,2E,0E,63|68|72,2E|2E|0E,0|5|4,,too far to tell what happened; saw photos once but not sure where they are,"6/17- camera placed; 6/21- empty scrape, no signs of hatch/fail"
110,10124,RUTE,2019,29.75817,-93.12001,,,none,,79,79,0,TRUE,,60,0,0,,N,N,,,7,4,D,D,D,D,,,D,D,7,7,4,4,4,67,67,LETE,1,0,0,FALSE,TRUE,FALSE,63,63,63,67,67,,,2,4,0,2E,fail,63|67,2E|fail,0|4,,,"12 June nest is just outside the eastern end of fencing along the dirt road used by ATVs. 16 June, nest found empty. Predator?"
111,10125,RUTW,2019,29.7702,-93.17794,,,none,,82,82,0,TRUE,,63,0,0,,Y,Y,N,,9,5,D,D,D,D,Ca,Ca,Ca,Ca,9,9,5,5,5,72,72,LETE,1,0,0,FALSE,TRUE,FALSE,63,67,67,72,72,,,3,9,0,1E,0E,63|67|72,1E|1E|0E,0|4|5,,,6/21- found buried egg shell with hole punctured in it and dried up egg contents (picture)
112,10126,RUTW,2019,29.7705,-93.17954,,,none,,82,82,0,TRUE,,63,0,0,,Y,Y,N,Ca,14,5,A,A,A,A,Ca,A,Ca,Ca,14,14,5,5,5,77,77,LETE,1,0,0,FALSE,FALSE,FALSE,63,72,72,77,77,,,4,14,0,1E,abandon,63|67|72|77,1E|1E|1E|abandon,0|4|5|5,,,why Ca? changed to A
113,10127,RUTW,2019,29.77062,-93.18002,,,none,,79,78,1,FALSE,,59,1,1,-0.012658228,Y,Y,N,H,21,4,U-H,H,U-H,U-H,H,H,H,H,22,21,3,3,3,81,81,LETE,0,1,1,FALSE,TRUE,TRUE,63,81,78,81,78,78,78,5,18,0,2E,empty,63|67|72|77|81,2E|2E|2E|2E|empty,0|4|5|5|3,,,why H? no chicks seen in field?
114,10128,RUTW,2019,29.77052,-93.17999,,,none,,86,86,0,TRUE,,58,0,0,,N,N,,,23,4,F-A,F-A,F-A,F-A,,,F-A,F-A,23,23,4,4,4,81,81,WIPL,1,0,0,FALSE,TRUE,FALSE,63,77,77,81,81,,,5,18,0,1E,1E,63|67|72|77|81,2E|2E|2E|1E|1E,0|4|5|5|4,,,
115,10130,BROW,2019,29.77165,-93.30247,5,10,none,,82,78,4,FALSE,,50,4,0,,N,N,,,24,5,H,H,H,H,,,H,H,28,24,5,5,0,78,78,WIPL,1,1,0,TRUE,TRUE,FALSE,66,78,78,78,78,,,4,12,0,2E,"1C, 1E",66|69|73|78,"3E|3E|2E|1C, 1E",0|3|4|5,,,22 June- ghost crab holes nearby. Maybe took an egg? 27 june- chick banded at nest by KBB
116,10132,BROW,2019,29.77361,-93.28963,0,0,none,,86,86,0,TRUE,,70,0,0,,N,N,,,3,4,D,D,D,D,,,D,D,3,3,4,4,4,73,73,CONI,1,0,0,FALSE,TRUE,FALSE,69,69,69,73,73,,,2,4,0,1E,fail,69|73,1E|fail,0|4,,,
117,10133,BROW,2019,29.77331,-93.29224,5,15,none,,88,88,0,TRUE,,60,0,0,,N,N,,,13,4,D,D,D,D,,,D,D,13,13,4,4,4,73,73,WIPL,1,0,0,FALSE,TRUE,FALSE,69,69,69,73,73,,,2,4,0,3E,fail,69|73,3E|fail,0|4,,,
118,10134,BROW,2019,29.77312,-93.29353,80,70,none,,81,78,3,FALSE,,50,3,0,,N,N,,,25,5,H,H,H,H,,,H,H,28,25,5,5,0,78,78,WIPL,1,1,0,TRUE,TRUE,FALSE,69,78,78,78,78,,,3,9,0,3E,2C,69|73|78,3E|3E|2C,0|4|5,,,
119,10135,BROW,2019,29.77169,-93.30158,0,0,none,,96,96,0,TRUE,,68,0,0,,N,N,,,5,4,F,F,F,F,,,F,F,5,5,4,4,4,73,73,WIPL,1,0,0,FALSE,TRUE,FALSE,69,69,69,73,73,,,2,4,0,1E,fail,69|73,1E|fail,0|4,,,22 June- KBB photo of ghost crab hole and vehicle tracks at nest
120,10137,BROW,2019,29.77217,-93.29902,20,10,none,,88,88,0,TRUE,,60,0,0,,N,N,,,31,5,D-A,D-A,D-A,D-A,,,D-A,D-A,31,31,5,5,5,91,91,WIPL,0,0,0,FALSE,TRUE,FALSE,69,86,86,91,91,,,8,22,1,1E,fail,69|73|78|83|84|85|86|91,3E|3E|3E|3E|?|?|1E|fail,0|4|5|5|1|1|1|5,,,"5 July nest was down to one egg, no adult behavior indicating chicks nearby, thinking maybe picked off by a ghost crab? lots of holes around the area. depredated by crab, final egg abandoned"
121,10138,BROW,2019,29.77248,-93.29659,0,0,none,,82,82,0,TRUE,,63,0,0,,N,N,,,10,4,Hu,Hu,Hu,Hu,,,Hu,Hu,10,10,4,4,4,73,73,LETE,1,0,0,FALSE,TRUE,FALSE,69,69,69,73,73,,,2,4,0,3E,fail,69|73,3E|fail,0|4,,,22 June- run over by vehicle
122,10142,RAIN,2019,29.69328,-92.22533,0,0,none,,,,,TRUE,,,,0,,N,N,,,,14,,,,,,,0,0,,,14,14,14,84,84,LETE,,0,0,FALSE,FALSE,FALSE,70,70,70,84,84,,,2,14,,2E,fail,70|84,2E|fail,0|14,,,failed; likely omit for nest model given long gap between nest checks.
123,10146,BROW,2019,29.77248,-93.29645,0,0,none,,89,85,4,FALSE,,66,4,2,,N,N,,,16,3,H,H,H,H,,,H,H,20,16,1,1,1,86,86,LETE,1,1,0,TRUE,TRUE,FALSE,73,85,85,85,85,,,4,13,0,2E,"2C, 1-2d",73|78|83|86,"2E|2E|2E|2C, 1-2d",0|5|5|1,,,
124,10147,BROW,2019,29.77233,-93.2975,0,0,none,,89,89,0,TRUE,,70,2,1,,N,N,,,19,3,H,H,H,H,,,H,H,21,21,2,2,2,91,91,LETE,0,1,0,TRUE,TRUE,FALSE,73,89,89,89,89,,,5,18,0,2E,poops,73|78|83|86|91,2E|2E|2E|2E|poops,0|5|5|3|2,,,10 July- baby chick poops in scrape indicating hatch. 2 small downy chicks observed from shoreline being fed just south of nest stick. Possibly from this nest. But it definitely hatched.
125,10148,BROW,2019,29.77173,-93.30105,0,0,none,,86,86,0,TRUE,,67,0,0,,N,N,,,11,5,W,W,W,W,,,W,W,11,11,5,5,5,78,78,LETE,1,0,0,FALSE,TRUE,FALSE,73,73,73,78,78,,,2,5,0,2E,fail,73|78,2E|fail,0|5,,,
126,10149,BROW,2019,29.77257,-93.296,0,0,none,,92,92,0,TRUE,,73,0,0,,N,N,,,24,6,S,S,S,S,,,S,S,24,24,6,6,6,97,97,LETE,0,0,0,FALSE,TRUE,FALSE,73,91,91,97,97,,,6,24,1,2E,fail,73|78|83|86|91|97,1E|2E|2E|2E|2E|fail,0|5|5|3|5|6,,,
127,10150,RUTW,2019,29.7639,-93.144,60,70,none,,,77,,FALSE,,61,0,0,,N,N,,,16,3,H,H,H,H,,,H,H,16,16,3,3,0,77,77,CONI,,1,0,TRUE,TRUE,FALSE,74,77,77,77,77,,,2,3,,2E,"1C, 1E hatch",74|77,"2E|1C, 1E hatch",0|3,,,"28 June attempted a box trap on nest, not a good method for this species."
128,10153,RUTE,2019,29.75673,-93.11461,70,75,,,93,93,0,TRUE,,77,0,0,,N,N,,,25,3,A,A,A,A,,,A,A,25,25,3,3,3,102,102,CONI,0,0,0,FALSE,TRUE,FALSE,89,99,99,102,102,,,7,13,1,1E,abandon,77|89|92|97|98|99|102,2E|2E|2E|2E|2E|1E|abandon,0|12|3|5|1|1|3,,,"8 Jul - attempted hand net and bow net capture. bird escaped bow net and method was not reattempted. SB has more detailed notes; 18 Jul one had started hatching, was being eaten by ants. removed that egg and bird came back to incubate"
129,10154,BROW,2019,29.77267,-93.29533,0,0,,,97,97,0,TRUE,,78,0,0,,N,N,,,19,6,S,S,S,S,,,S,S,19,19,6,6,6,97,97,LETE,0,0,0,FALSE,TRUE,FALSE,78,91,91,97,97,,,5,19,0,2E,fail,78|83|86|91|97,2E|2E|2E|2E|fail,0|5|3|5|6,,,TS Barry storm surge- beach scoured and all nests and chicks lost.
130,10155,BROW,2019,29.77244,-93.29666,0,0,,,87,86,1,FALSE,,67,1,0,,N,N,,,18,3,H,H,H,H,,,H,H,19,18,3,3,0,86,86,LETE,0,1,0,TRUE,TRUE,FALSE,78,86,86,86,86,,,3,8,0,3E,"1C, 2E",78|83|86,"3E|3E|1C, 2E",0|5|3,,,
131,10166,HBRB,2019,29.76608,-93.3847,0,0,none,,,,,TRUE,,,,0,,N,N,,,,9,S,S,S,S,,,S,S,,,9,9,9,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,91,91,100,100,,,3,12,,2E,fail,88|91|100,1E|2E|fail,0|3|9,,,Barry storm impacts
132,10167,HBRB,2019,29.76598,-93.38461,0,0,none,,,,,TRUE,,,,0,,N,N,,,,9,S,S,S,S,,,S,S,,,9,9,9,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,91,91,100,100,,,3,12,,2E,fail,88|91|100,2E|2E|fail,0|3|9,,,Barry storm impacts
133,10168,HBRB,2019,29.76553,-93.38167,0,0,none,,,,,TRUE,,,,3,,N,N,,,,9,F,F,F,F,,,F,F,,,9,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,3,12,,not check,fail,88|91|100,2E|not check|fail,0|3|9,,,not tracked well enough for model?
134,10169,HBRB,2019,29.76466,-93.3702,5,5,none,,,,,TRUE,,,,3,,N,N,,,,9,F,F,F,F,,,F,F,,,9,12,12,100,100,CONI,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,3,12,,not check,fail,88|91|100,2E|not check|fail,0|3|9,,,not tracked well enough for model?
135,10170,HBTO,2019,29.76881,-93.43932,0,0,none,,,,,TRUE,,,,0,,N,N,,,,12,F,F,F,F,,,F,F,,,12,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,2,12,,1E,fail,88|100,1E|fail,0|12,,,not tracked well enough for model?
136,10171,HBTO,2019,29.76879,-93.43872,0,0,none,,,,,TRUE,,,,0,,N,N,,,,12,F,F,F,F,,,F,F,,,12,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,2,12,,1E,fail,88|100,1E|fail,0|12,,,not tracked well enough for model?
137,10172,HBTO,2019,29.76879,-93.43822,0,0,none,,,,,TRUE,,,,0,,N,N,,,,12,F,F,F,F,,,F,F,,,12,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,2,12,,1E,fail,88|100,1E|fail,0|12,,,not tracked well enough for model?
138,10173,HBTO,2019,29.76874,-93.43724,0,0,none,,,,,TRUE,,,,0,,N,N,,,,12,F,F,F,F,,,F,F,,,12,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,2,12,,1E,fail,88|100,1E|fail,0|12,,,not tracked well enough for model?
139,10174,HBTO,2019,29.76874,-93.437,0,0,none,,,,,TRUE,,,,0,,N,N,,,,12,F,F,F,F,,,F,F,,,12,12,12,100,100,LETE,,0,0,FALSE,TRUE,FALSE,88,88,88,100,100,,,2,12,,1E,fail,88|100,1E|fail,0|12,,,not tracked well enough for model?
140,10175,RUTW,2019,29.76057,-93.13046,15,25,none,,,106,,FALSE,,90,0,0,,N,N,,,16,2,H,H,H,H,,,H,H,16,16,2,2,0,106,106,CONI,,1,0,TRUE,TRUE,FALSE,89,106,106,106,106,,,5,17,,2E,2C,89|98|100|104|106,2E|2E|2E|2E|2C,0|9|2|4|2,,,7/25/19 - Female captured at nest and banded.
141,10176,BROW,2019,29.77271,-93.29499,0,0,none,,,,,TRUE,,,,0,,N,N,,,,6,S,S,S,S,,,S,S,,,6,6,6,97,97,LETE,,0,0,FALSE,TRUE,FALSE,91,91,91,97,97,,,2,6,,2E,fail,91|97,2E|fail,0|6,,,TS Barry storm surge- all nests and chicks lost
142,10177,BROW,2019,29.77206,-93.29881,0,0,none,,,,,TRUE,,,,0,,N,N,,,,6,S,S,S,S,,,S,S,,,6,6,6,97,97,LETE,,0,0,FALSE,TRUE,FALSE,91,91,91,97,97,,,2,6,,2E,fail,91|97,2E|fail,0|6,,,TS Barry storm surge- all nests and chicks lost
143,10200,ROCK,2019,29.66708,-92.84296,5,5,none,,41,41,0,TRUE,,13,0,5,,N,N,,,18,3,S,S,S,S,,,S,S,18,18,3,8,8,31,31,WIPL,1,0,0,FALSE,TRUE,FALSE,11,23,23,31,31,,,6,20,0,not check,fail,11|15|19|23|28|31,1E|3E|3E|3E|not check|fail,0|4|4|4|5|3,,,strong south winds and storms
